,location,text,location2,point,latitude,longitude,altitude
958,"Iowa City, Iowa","CDC flyers seem helpful, so it's odd that the chief immigration judge made an issue of it. But DOJ leadership has a… https://t.co/qzj6a8HHek","Iowa City, Johnson County, Iowa, United States of America","(41.6612561, -91.5299106, 0.0)",41.6612561,-91.5299106,0.0
964,France,Coronavirus and the $2bn race to find a vaccine https://t.co/Od02FRMnJl via @financialtimes,France,"(46.603354, 1.8883335, 0.0)",46.603354,1.8883335,0.0
969,Manchester,"If you didn't manage to catch us on ITV News last night, then here you go!

#itv #coronavirus #wholesale https://t.co/yfbnOIdAbY","Manchester, Greater Manchester, North West England, England, United Kingdom","(53.4794892, -2.2451148, 0.0)",53.4794892,-2.2451148,0.0
978,NEW YORK CITY,Otherwise healthy NJ coronavirus patient says he's ‘getting worse’ every day https://t.co/mfqk78OQxo via @nypmetro,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
982,The Lone Star State,Thread ~,"Lone Star Lawn, Watauga Road, Fort Worth, Tarrant County, Texas, 76111, United States of America","(32.792208349999996, -97.31585037332417, 0.0)",32.792208349999996,-97.31585037332417,0.0
984,"Cochin, Kerala","""#Coronavirus in #Kerala : Archdiocese of Verapoly urges parishes to postpone celebration of St Joseph's day. A pub… https://t.co/U6UCcERqNS","Kochi, Ernakulam, Kerala, 682005, India","(9.9340738, 76.2606304, 0.0)",9.9340738,76.2606304,0.0
985,"Beacon Hill, Boston",I SWEAR TO GOD CORONAVIRUS IF YOU CANCEL MY TRIP TO FLORIDA YOU WILL BE CANCELLED,"Beacon Hill, Boston, Suffolk County, Massachusetts, 02108, United States of America","(42.3587085, -71.067829, 0.0)",42.3587085,-71.067829,0.0
989,USA,"Something to consider...Two brilliant minds. But while one response is potentially dangerous, the other could save… https://t.co/Oy9PyENYDz",United States,"(39.7837304, -100.4458825, 0.0)",39.7837304,-100.4458825,0.0
990,UK,#TASS #News More than 850 Hainan doctors fighting against coronavirus in Hubei https://t.co/RiX3FTYxmQ https://t.co/0ToYy5WksO,United Kingdom,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,0.0
992,Ireland,Getting the coronavirus is worth it for Halsey,Ireland,"(52.865196, -7.9794599, 0.0)",52.865196,-7.9794599,0.0
996,"Cherry Hill, NJ","another one I had to double-check to see if it was real, because it seems so absurd. Multiple outlets reporting....… https://t.co/dreLSQgNn4","Cherry Hill Township, Camden County, New Jersey, United States of America","(39.906739, -74.98962994513852, 0.0)",39.906739,-74.98962994513852,0.0
997,Tampa FL,@trish_regan trump is being BLAMED for his RESPONSE to the Coronavirus. He did not respond because he didn’t want t… https://t.co/nyaxRC534T,"Tampa, Hillsborough County, Florida, United States of America","(27.9477595, -82.458444, 0.0)",27.9477595,-82.458444,0.0
1014,"Dos Hermanas, España",things that didn't age well,"Dos Hermanas, Sevilla, Andalucía, España","(37.283689, -5.9226718, 0.0)",37.283689,-5.9226718,0.0
1028,"Toronto, Ontario",Coronavirus: President Xi visits Wuhan to signal control of outbreak https://t.co/LoETVXJdGx https://t.co/lXI06vqGlg,"Toronto, Golden Horseshoe, Ontario, M6K 1X9, Canada","(43.653963, -79.387207, 0.0)",43.653963,-79.387207,0.0
1034,"Kigali, Rwanda",Government of #Iceland announcing various initiatives to reduce the economic effects of the #COVID19 #coronavirus o… https://t.co/jUPu2SFHM4,"Umujyi wa Kigali, Rwanda","(-1.8859597, 30.1296751, 0.0)",-1.8859597,30.1296751,0.0
1037,"Shrewsbury, England",Absolutely. It would be idiotically arrogant to do anything else. But then.....,"Shrewsbury, Shropshire, West Midlands, England, SY1 1JZ, United Kingdom","(52.707755, -2.7540658, 0.0)",52.707755,-2.7540658,0.0
1043,"Bayern, Deutschland",Update:,"Bayern, Deutschland","(48.9467562, 11.4038717, 0.0)",48.9467562,11.4038717,0.0
1055,"New York, USA","@ryandeiss While there are somethings overblown about coronavirus, I'm disappointed you are not canceling T and C a… https://t.co/OXC5ZnjrfH","New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
1057,England,"Austria bans travellers from #Italy without health certificate

Austrians in Italy will still be permitted to trave… https://t.co/FhSMu5vEoA","England, United Kingdom","(52.7954791, -0.5402402866174321, 0.0)",52.7954791,-0.5402402866174321,0.0
1072,"Detroit, MI",I never liked how Catholics all drank wine out one cup at communion time. That was alarm enough growing up,"Detroit, Wayne County, Michigan, United States of America","(42.3315509, -83.0466403, 0.0)",42.3315509,-83.0466403,0.0
1074,Darwen,Found a better way to wash your hands #Coronavirus https://t.co/8z62c612kP,"Darwen, Blackburn with Darwen, North West England, England, BB3 1BH, United Kingdom","(53.6960957, -2.4665093, 0.0)",53.6960957,-2.4665093,0.0
1083,"New York, USA",Coronavirus: President Xi visits Wuhan to signal control of outbreak https://t.co/Po6Xpas8a6 https://t.co/PAnLvvzmPJ,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
1085,"Kyiv, Ukraine","Ukraine-based folks, if you know of any events canceled/ postponed due to the coronavirus threat, I want to hear about that. DMs open.","Київ, Шевченківський район, Київ, 1001, Україна","(50.4500336, 30.5241361, 0.0)",50.4500336,30.5241361,0.0
1090,"Cheraw, SC",Total number of coronavirus cases in South Carolina rises to 7 https://t.co/zd7gt3vEHj. The mass of these cases is… https://t.co/gSOFgdl2Ly,"Cheraw, Chesterfield County, South Carolina, 29520, United States of America","(34.6976564, -79.8833971, 0.0)",34.6976564,-79.8833971,0.0
1102,USA,@JeffFox35453965 @Hoosiers1986 @brhodes @realDonaldTrump Pretty excellent until they started the recent Coronavirus attack.,United States,"(39.7837304, -100.4458825, 0.0)",39.7837304,-100.4458825,0.0
1113,United States,@realDonaldTrump @foxandfriends @CNN HELLO!!!!!!!! There is a Coronavirus going around,United States,"(39.7837304, -100.4458825, 0.0)",39.7837304,-100.4458825,0.0
1132,"Islamabad, Pakistan",I warned in my column in @dawn_com last week we need to start taking coronavirus more seriously. Now the number of… https://t.co/CeAwyKDik8,"اسلام آباد, Abbottābād District, وفاقی دارالحکومت اسلام آباد, 44000, پاکستان","(33.6938118, 73.0651511, 0.0)",33.6938118,73.0651511,0.0
1133,Spain,Have they told @tedcruz yet? I almost feel bad for him. (They met with him last week.),España,"(39.3262345, -4.8380649, 0.0)",39.3262345,-4.8380649,0.0
1143,"Vail, Colorado",@marcorubio please get your Republican peers to STOP calling it a virus from any country or region--many of them ar… https://t.co/8PYIvWnRh7,"Vail, Eagle County, Colorado, 81657, United States of America","(39.6440207, -106.3801669, 0.0)",39.6440207,-106.3801669,0.0
1153,"Centurion, South Africa",@CyrilRamaphosa Honorable Mr. President I would like to request that we observe a national day of repentance as the… https://t.co/dDYwh4TYRF,"Centurion, City of Tshwane Metropolitan Municipality, Gauteng, 0046, South Africa","(-25.836389, 28.180278, 0.0)",-25.836389,28.180278,0.0
1156,America,"Coronavirus brings Italy's ""darkest hour,"" and takes a mounting toll in the U.S. – CBS News https://t.co/EdOWhD0dKS","America, Horst aan de Maas, Limburg, Nederland","(51.44770365, 5.966069282055592, 0.0)",51.44770365,5.966069282055592,0.0
1164,Wisconsin,Put this man in a rubber room!,"Wisconsin, United States of America","(44.4308975, -89.6884637, 0.0)",44.4308975,-89.6884637,0.0
1170,"Islamabad, Pakistan","Inevitability carries its own burden. Today there are 6 known patients of coronavirus. There will be more, of that… https://t.co/WJtWogsEMP","اسلام آباد, Abbottābād District, وفاقی دارالحکومت اسلام آباد, 44000, پاکستان","(33.6938118, 73.0651511, 0.0)",33.6938118,73.0651511,0.0
1172,"Sasolburg, South Africa",You remind me of @tito_mboweni before he took over as Finance Minister. He was for the people then he smoked the Al… https://t.co/7XQgrwBQHM,"Sasolburg, Fezile Dabi District Municipality, Free State, South Africa","(-26.810278, 27.821389, 0.0)",-26.810278,27.821389,0.0
1179,和歌山県日高川町,I’m sorry(/m\;)I was doing my English Test practice.....so the next 2day I’ll put in Twitter....o!be careful the Ne… https://t.co/YHQ5t32Kw1,"日高川町, 日高郡, 和歌山県, 日本 (Japan)","(33.9117304, 135.1865061, 0.0)",33.9117304,135.1865061,0.0
1184,"Zurich, Switzerland",gerald_bader : TechCrunch Events and coronavirus  via Matthew Panzarino https://t.co/7yzseCefxJ #ML #AI #Analytics… https://t.co/Bvh1MYJ6hE,"Zürich, Bezirk Zürich, Zürich, Switzerland","(47.3723941, 8.5423328, 0.0)",47.3723941,8.5423328,0.0
1197,United States,Joe Scarborough was interested in how conservative media—especially Fox News—has changed their coverage of the coro… https://t.co/HwvBuQHMOq,United States,"(39.7837304, -100.4458825, 0.0)",39.7837304,-100.4458825,0.0
1201,"Kampala, Uganda","Study claims that #coronavirus  can travel farther &amp; last longer than what was thought.
Get details👉🏽… https://t.co/HYJsewNO1s","Kampala Capital City, Kampala, Central Region, Uganda","(0.3177137, 32.5813539, 0.0)",0.3177137,32.5813539,0.0
1202,"Ohio, USA",Read. #CoronaVirusUpdate #prayforitaly Thank you for this post.,"Ohio, United States of America","(40.2253569, -82.6881395, 0.0)",40.2253569,-82.6881395,0.0
1207,Europe,GL66 selectie...,أوروبا,"(51.0, 10.0, 0.0)",51.0,10.0,0.0
1218,India,Coronavirus: Why is Italy the second worst affected country after China? https://t.co/JYn1gA8rIv,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
1223,"Maine, USA",Important info in this thread.,"Maine, United States of America","(45.709097, -68.8590201, 0.0)",45.709097,-68.8590201,0.0
1240,"Shanghai, PR China",Excellent advice the rest of the world should consider for #COVID19,"上海市, 黄浦区, 上海市, 200010, China 中国","(31.2252985, 121.4890497, 0.0)",31.2252985,121.4890497,0.0
1244,"New York, NY","""I think we are in the suppression stage right now. We're not really containing this and surely we are not going to… https://t.co/fIM1JFCuEM","New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
1249,Worldwide,Coronavirus: supermarket home delivery services hit capacity as shopping rush moves online | Coronavirus outbreak |… https://t.co/8wStxQxY51,"Worldwide, Crescent Road, Crumpsall, Manchester, Greater Manchester, North West England, England, M8 9JX, United Kingdom","(53.5120412, -2.2434612, 0.0)",53.5120412,-2.2434612,0.0
1261,Adsum,"Cases: 115,755
Deaths: 4,085

#Iran +881
#Switzerland +123
#Denmark +66
#Austria +26
#China +26
#Australia +10
#UAE… https://t.co/knvRnujFUT","Adsum Drive, Mandalay West, Old Kildonan, Winnipeg, Winnipeg (city), Manitoba, R2X 2X4, Canada","(49.9549525, -97.1938933, 0.0)",49.9549525,-97.1938933,0.0
1267,"Dallas, TX",Latest updates from @usavolleyball on #coronavirus as we enter the heights of tournament season. Generally-- case b… https://t.co/W3EuiWxUKC,"Dallas, Dallas County, Texas, United States of America","(32.7762719, -96.7968559, 0.0)",32.7762719,-96.7968559,0.0
1277,World,Lombardy governor asks for even more severe shutdown... #coronavirus #italylockdown #stayathome,"World, San Pedro Avenue, Morgan Hill, Santa Clara County, California, 95037-9998, United States of America","(37.1215869, -121.64733399199766, 0.0)",37.1215869,-121.64733399199766,0.0
1283,India,"#VijayDeverakonda - The Frontrunner For Awareness Campaigns

#COVID2019 #Corona #CoronaVirus 

https://t.co/6kwlBjPML8",India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
1288,Standing Rock,"Time lapse video shows crowd descend on toilet paper section locust as people react to #CoronaVirus.

🚨Please Stop… https://t.co/3VjStUSbqJ","Standing Rock, Garfield County, Montana, United States of America","(47.4058322, -106.3194784, 0.0)",47.4058322,-106.3194784,0.0
1290,"Raleigh, NC","@NCHouseSpeaker @SenatorBerger  Hey, WRAL is already whining about y'all standing in the way of free testing. I'm c… https://t.co/y9C9Io2taT","Raleigh, Wake County, North Carolina, 27603-1300, United States of America","(35.7803977, -78.6390989, 0.0)",35.7803977,-78.6390989,0.0
1299,"Newtown, CT","@benjaminwittes @qjurecic @carriecordero this is a great read along with @dandrezner https://t.co/9Jc2F4seUd
Trump… https://t.co/DJA7uLTf9C","Newtown, Fairfield, Connecticut, United States of America","(41.4134764, -73.3086445, 0.0)",41.4134764,-73.3086445,0.0
1304,"San Antonio, TX",Late Night Cries Uncle After Trump’s Coronavirus News Conference https://t.co/AfcvL4GWFi,"San Antonio, Bexar County, Texas, United States of America","(29.4246002, -98.4951405, 0.0)",29.4246002,-98.4951405,0.0
1306,"Islamabad, Pakistan",Where is our PM? He has not spoken even once on camera on coronavirus. He should. He has not fired off a single twe… https://t.co/KCm8xz3LG2,"اسلام آباد, Abbottābād District, وفاقی دارالحکومت اسلام آباد, 44000, پاکستان","(33.6938118, 73.0651511, 0.0)",33.6938118,73.0651511,0.0
1318,United States,Coronavirus outbreak fans the flames of US-China decoupling debate in Washington | South China Morning Post https://t.co/RrjoV5gsmR,United States,"(39.7837304, -100.4458825, 0.0)",39.7837304,-100.4458825,0.0
1321,The Manchester,"This week’s SPOOF gallows humour blog - have a read, enjoy and spread...  https://t.co/URPYrLB8yb","Manchester, Greater Manchester, North West England, England, United Kingdom","(53.4794892, -2.2451148, 0.0)",53.4794892,-2.2451148,0.0
1330,Jersey Girl,Massage school they taught us to sing the alphabet song for every handwash ‼️,"Jersey Girl, East Schellenger Avenue, Wildwood, Cape May County, New Jersey, 08260, United States of America","(38.98740085, -74.81272817427018, 0.0)",38.98740085,-74.81272817427018,0.0
1343,"Palm Beach Gardens, FL","BTW, I strongly recommend this @nytimes piece from @JamesStewartNYT. Rather than just blame everything on the CATAL… https://t.co/9T7q6KHIWu","Palm Beach Gardens, Palm Beach County, Florida, United States of America","(26.8418256, -80.13590694666684, 0.0)",26.8418256,-80.13590694666684,0.0
1344,Indiana,"No one is blaming Trump 4 starting the Corona virus, its the fact that he called it a hoax &amp; mainstream media/dem c… https://t.co/8g3uvkD74E","Indiana, United States of America","(40.3270127, -86.1746933, 0.0)",40.3270127,-86.1746933,0.0
1345,blackpool uk 🌈,#Coronavirus everyone stay safe @WWE_heelAndy @TruckSammy @Bethysue31 @alexablissguys @NikkiCrossWWE @alexabliss_era,"Blackpool, North West England, England, United Kingdom","(53.824548300000004, -3.037319995021968, 0.0)",53.824548300000004,-3.037319995021968,0.0
1347,"Georgia, USA",nah this coronavirus shit low key scary  my mom could die if she gets it,"Georgia, United States of America","(32.3293809, -83.1137366, 0.0)",32.3293809,-83.1137366,0.0
1363,"London, England",Will that generate sympathy for the virus?😉 https://t.co/gDGljYmRo2,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474,0.0
1367,Florida,"#Coronavirus Scare Likely to Boost Telehealth Adoption Among Home-Based Care Providers, Gia ⁦@HHCareNews⁩… https://t.co/nJFdEy1g53","Florida, United States of America","(27.7567667, -81.4639835, 0.0)",27.7567667,-81.4639835,0.0
1381,"Los Angeles, CA",Southwest CEO to Cut His Pay by 10% as Coronavirus Chills Bookings https://t.co/ns5v4Y3uEG,"Los Angeles, Los Angeles County, California, United States of America","(34.0536909, -118.2427666, 0.0)",34.0536909,-118.2427666,0.0
